"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 14 07:02:58 GMT 2024","Wed Feb 14 07:02:58 GMT 2024","101","Auth","Merchant Invite Sign Up","","","","Merchant Invite Sign up",""
"passed","Wed Feb 14 07:02:57 GMT 2024","Wed Feb 14 07:02:57 GMT 2024","112","Auth","Sign Up","","","","Sign up with invalid confirm password",""
"passed","Wed Feb 14 07:02:57 GMT 2024","Wed Feb 14 07:02:57 GMT 2024","111","Auth","Verify OTP","","","","Verify OTP",""
"passed","Wed Feb 14 07:02:57 GMT 2024","Wed Feb 14 07:02:57 GMT 2024","108","Auth","Verify OTP","","","","Verify OTP with Invalid email",""
"failed","Wed Feb 14 07:02:59 GMT 2024","Wed Feb 14 07:02:59 GMT 2024","105","Merchant Transactions","Get Transactions","","","","Get Transactions",""
"passed","Wed Feb 14 07:02:57 GMT 2024","Wed Feb 14 07:02:57 GMT 2024","104","Auth","Verify Merchant Invite","","","","Verify merchant Invite",""
"passed","Wed Feb 14 07:02:59 GMT 2024","Wed Feb 14 07:02:59 GMT 2024","102","","","","","","Webhook",""
"failed","Wed Feb 14 07:02:58 GMT 2024","Wed Feb 14 07:02:58 GMT 2024","109","Auth","Change Password","","","","Change Password",""
"failed","Wed Feb 14 07:02:55 GMT 2024","Wed Feb 14 07:02:56 GMT 2024","737","Auth","Sign In","","","","Sign in",""
"failed","Wed Feb 14 07:02:57 GMT 2024","Wed Feb 14 07:02:57 GMT 2024","111","Auth","Resent Email OTP","","","","Resent Email OTP",""
"failed","Wed Feb 14 07:02:59 GMT 2024","Wed Feb 14 07:02:59 GMT 2024","130","Invoice","Upload Invoice","","","","Upload Invoice",""
"failed","Wed Feb 14 07:02:56 GMT 2024","Wed Feb 14 07:02:56 GMT 2024","119","Auth","Sign Up","","","","Sign up",""
"passed","Wed Feb 14 07:02:58 GMT 2024","Wed Feb 14 07:02:58 GMT 2024","108","Auth","Reset Password","","","","Reset Password with invalid vendor_id",""
"passed","Wed Feb 14 07:02:59 GMT 2024","Wed Feb 14 07:02:59 GMT 2024","112","Auth","Change Password","","","","Change Password with invalid confirmPassword",""
"passed","Wed Feb 14 07:02:56 GMT 2024","Wed Feb 14 07:02:56 GMT 2024","113","Auth","Sign In","","","","Sign in with invalid email",""
"passed","Wed Feb 14 07:02:57 GMT 2024","Wed Feb 14 07:02:58 GMT 2024","454","Auth","Forgot Password","","","","Forgot Password",""
"failed","Wed Feb 14 07:02:59 GMT 2024","Wed Feb 14 07:02:59 GMT 2024","107","Invoice","Get Vendor Invoice","","","","Get Vendor Invoices",""
"passed","Wed Feb 14 07:02:56 GMT 2024","Wed Feb 14 07:02:56 GMT 2024","277","Auth","Sign In","","","","Sign in with invalid password",""
"passed","Wed Feb 14 07:02:58 GMT 2024","Wed Feb 14 07:02:59 GMT 2024","106","Auth","Change Password","","","","Change Password with invalid newPassword",""
"failed","Wed Feb 14 07:02:58 GMT 2024","Wed Feb 14 07:02:58 GMT 2024","120","Auth","Reset Password","","","","Reset Password",""
"passed","Wed Feb 14 07:02:56 GMT 2024","Wed Feb 14 07:02:57 GMT 2024","112","Auth","Sign Up","","","","Sign up with invalid email",""
"passed","Wed Feb 14 07:02:58 GMT 2024","Wed Feb 14 07:02:58 GMT 2024","118","Auth","Reset Password","","","","Reset Password with invalid refresh_token",""
"failed","Wed Feb 14 07:02:57 GMT 2024","Wed Feb 14 07:02:57 GMT 2024","115","Auth","Verify OTP","","","","Verify OTP with Invalid otp",""
"passed","Wed Feb 14 07:02:57 GMT 2024","Wed Feb 14 07:02:57 GMT 2024","112","Auth","Sign Up","","","","Sign up with invalid phone number",""
