"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 14 06:56:53 GMT 2024","Wed Feb 14 06:56:53 GMT 2024","157","Auth","Sign Up","","","","Sign up with invalid email",""
"passed","Wed Feb 14 06:56:54 GMT 2024","Wed Feb 14 06:56:54 GMT 2024","93","Auth","Change Password","","","","Change Password with invalid confirmPassword",""
"passed","Wed Feb 14 06:56:54 GMT 2024","Wed Feb 14 06:56:54 GMT 2024","86","Auth","Merchant Invite Sign Up","","","","Merchant Invite Sign up",""
"failed","Wed Feb 14 06:56:54 GMT 2024","Wed Feb 14 06:56:54 GMT 2024","108","Auth","Reset Password","","","","Reset Password",""
"passed","Wed Feb 14 06:56:54 GMT 2024","Wed Feb 14 06:56:54 GMT 2024","91","Auth","Change Password","","","","Change Password with invalid newPassword",""
"failed","Wed Feb 14 06:56:53 GMT 2024","Wed Feb 14 06:56:53 GMT 2024","99","Auth","Verify OTP","","","","Verify OTP with Invalid otp",""
"passed","Wed Feb 14 06:56:53 GMT 2024","Wed Feb 14 06:56:53 GMT 2024","98","Auth","Sign Up","","","","Sign up with invalid phone number",""
"passed","Wed Feb 14 06:56:52 GMT 2024","Wed Feb 14 06:56:52 GMT 2024","279","Auth","Sign In","","","","Sign in with invalid password",""
"passed","Wed Feb 14 06:56:54 GMT 2024","Wed Feb 14 06:56:54 GMT 2024","95","Auth","Reset Password","","","","Reset Password with invalid vendor_id",""
"passed","Wed Feb 14 06:56:53 GMT 2024","Wed Feb 14 06:56:54 GMT 2024","410","Auth","Forgot Password","","","","Forgot Password",""
"failed","Wed Feb 14 06:56:52 GMT 2024","Wed Feb 14 06:56:53 GMT 2024","187","Auth","Sign Up","","","","Sign up",""
"failed","Wed Feb 14 06:56:54 GMT 2024","Wed Feb 14 06:56:55 GMT 2024","107","Invoice","Upload Invoice","","","","Upload Invoice",""
"passed","Wed Feb 14 06:56:54 GMT 2024","Wed Feb 14 06:56:54 GMT 2024","99","Auth","Reset Password","","","","Reset Password with invalid refresh_token",""
"passed","Wed Feb 14 06:56:53 GMT 2024","Wed Feb 14 06:56:53 GMT 2024","103","Auth","Verify OTP","","","","Verify OTP",""
"failed","Wed Feb 14 06:56:53 GMT 2024","Wed Feb 14 06:56:53 GMT 2024","100","Auth","Resent Email OTP","","","","Resent Email OTP",""
"failed","Wed Feb 14 06:56:55 GMT 2024","Wed Feb 14 06:56:55 GMT 2024","94","Invoice","Get Vendor Invoice","","","","Get Vendor Invoices",""
"passed","Wed Feb 14 06:56:55 GMT 2024","Wed Feb 14 06:56:55 GMT 2024","89","","","","","","Webhook",""
"passed","Wed Feb 14 06:56:53 GMT 2024","Wed Feb 14 06:56:53 GMT 2024","92","Auth","Verify OTP","","","","Verify OTP with Invalid email",""
"passed","Wed Feb 14 06:56:52 GMT 2024","Wed Feb 14 06:56:52 GMT 2024","124","Auth","Sign In","","","","Sign in with invalid email",""
"passed","Wed Feb 14 06:56:53 GMT 2024","Wed Feb 14 06:56:53 GMT 2024","95","Auth","Sign Up","","","","Sign up with invalid confirm password",""
"failed","Wed Feb 14 06:56:55 GMT 2024","Wed Feb 14 06:56:55 GMT 2024","93","Merchant Transactions","Get Transactions","","","","Get Transactions",""
"failed","Wed Feb 14 06:56:54 GMT 2024","Wed Feb 14 06:56:54 GMT 2024","97","Auth","Change Password","","","","Change Password",""
"passed","Wed Feb 14 06:56:53 GMT 2024","Wed Feb 14 06:56:53 GMT 2024","88","Auth","Verify Merchant Invite","","","","Verify merchant Invite",""
"failed","Wed Feb 14 06:56:51 GMT 2024","Wed Feb 14 06:56:52 GMT 2024","744","Auth","Sign In","","","","Sign in",""
